Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Sex: Men,Sex: Women,Sex: Unknown,Ethnicity: Caucasian,Ethnicity: Asian American,Ethnicity: African American,Ethnicity: Hispanic,Ethnicity: Native American,Ethnicity: Hawaiian/Pacific Isl,Ethnicity: Multiracial,Ethnicity: International,Ethnicity: Unknown,All: African American,All: Native American,All: Hawaiian/ Pac Isl,All: Asian,URM,Residency: Illinois,Residency: Non-Illinois,Academic Program Code
120228,KL,306,BS,5895,Metropolitan Food & Enviro Sys,,,5,4,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,4,1,
120228,KL,306,MS,5188,Agricultural Production,,,5,1,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,4,1,
120228,KL,306,MS,5599,Bioprocessing and Bioenergy,,,10,6,4,0,3,0,0,1,0,0,0,6,0,0,0,0,0,1,2,8,
120228,KL,342,BS,5740,"Ag Ldrship, Ed & Communication",,,103,31,72,0,87,0,5,6,0,0,4,1,0,8,0,0,1,14,98,5,
120228,KL,342,MS,5740,"Ag Ldrship, Ed & Communication",,,34,7,27,0,31,1,0,1,0,0,1,0,0,0,1,0,1,2,33,1,
120228,KL,342,NDEG,5740,"Ag Ldrship, Ed & Communication",,,29,5,24,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,29,
120228,KL,470,BS,176,Agr & Consumer Economics,,,733,512,221,0,435,79,33,117,0,0,20,39,10,48,2,4,96,158,661,72,
120228,KL,470,MAAE,5870,Agricultural & Applied Econ,,,6,5,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,1,4,2,
120228,KL,470,MS,5273,Agricultural & Applied Econ,,,11,4,7,0,6,1,1,0,0,0,0,2,1,1,0,0,1,1,5,6,
120228,KL,470,PHD,5273,Agricultural & Applied Econ,,,56,28,28,0,4,2,0,2,0,0,0,47,1,0,0,0,2,2,3,53,
120228,NB,593,NDEG,67,Nondegree,,,561,325,234,2,159,19,14,13,0,0,3,343,10,17,1,1,22,28,200,361,
120228,KL,483,NONE,5621,ACES Undeclared,,,78,39,39,0,42,6,8,14,0,0,5,2,1,13,4,0,9,26,70,8,
120228,KL,538,BS,2,Animal Sciences,,,533,87,445,1,272,51,32,151,1,0,14,6,6,44,12,3,59,195,490,43,
120228,KL,538,BS,5864,Computer Sci & Animal Sci,,,4,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,1,
120228,KL,538,BS,8501,Agriculture,,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,
120228,KL,538,MANSC,2,Animal Sciences,,,14,1,13,0,6,1,4,3,0,0,0,0,0,5,1,0,1,7,12,2,
120228,KL,538,MS,2,Animal Sciences,,,35,8,27,0,27,0,0,1,0,0,1,6,0,1,0,0,0,2,19,16,
120228,LP,992,MS,4026,Bioinformatics,,,17,11,6,0,3,2,0,1,0,0,0,11,0,0,0,0,2,1,3,14,
120228,KL,538,NDEG,2,Animal Sciences,,,24,2,22,0,10,1,0,0,0,0,0,3,10,0,0,0,1,0,2,22,
120228,KL,538,PHD,2,Animal Sciences,,,29,8,21,0,13,2,1,2,0,0,1,10,0,1,1,0,3,3,13,16,
120228,KL,698,BS,37,Food Science & Human Nutrition,,,268,73,195,0,118,57,18,30,1,0,6,35,3,19,1,1,64,51,208,60,
120228,KL,698,MS,37,Food Science & Human Nutrition,,,112,32,80,0,44,16,4,7,0,0,3,37,1,5,1,0,19,12,41,71,
120228,KL,698,PHD,37,Food Science & Human Nutrition,,,44,18,26,0,8,0,0,3,0,0,0,31,2,1,0,0,0,3,5,39,
120228,KL,741,BS,25,Technical Systems Management,,,54,50,4,0,32,3,6,13,0,0,0,0,0,7,1,0,4,19,54,0,
120228,KL,741,BS,6028,Engr Tech & Mgmt for Ag Sys,,,110,91,19,0,55,10,10,29,1,0,2,2,1,13,2,2,13,42,102,8,
120228,KL,741,BSAG,5163,Agricultural & Biological Engr,,,36,17,19,0,25,4,1,2,0,0,1,2,1,1,0,0,5,3,25,11,
120228,KL,741,MS,25,Technical Systems Management,,,11,6,5,0,6,0,1,2,0,0,0,2,0,1,0,0,1,3,8,3,
120228,KL,741,MS,6028,Engr Tech & Mgmt for Ag Sys,,,4,3,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,
120228,KL,793,BS,48,Human Development & Family St,,,245,15,230,0,96,16,37,85,0,0,5,3,3,43,5,1,19,126,237,8,
120228,KL,793,PHD,5577,Human Dvlpmt & Family Studies,,,28,4,24,0,5,1,1,6,0,0,1,14,0,3,0,0,3,7,4,24,
120228,KL,802,BS,30,Crop Sciences,,,57,30,27,0,38,4,2,9,0,0,1,2,1,2,3,0,5,11,50,7,
120228,KL,802,BS,63,Horticulture,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
120228,KL,802,BS,177,Agronomy,,,7,3,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,
120228,KL,802,BS,5461,Plant Biotechnology,,,26,7,19,0,18,2,0,4,0,0,1,1,0,0,0,0,4,4,23,3,
120228,KL,802,BS,5623,Computer Science&Crop Sciences,,,15,8,7,0,5,7,0,0,0,0,0,3,0,0,0,0,7,0,7,8,
120228,KL,802,MS,30,Crop Sciences,,,48,22,25,1,28,3,0,5,0,0,1,9,2,0,0,0,4,5,25,23,
120228,KL,802,NDEG,63,Horticulture,,,35,14,21,0,23,0,3,4,0,0,0,0,5,3,0,0,0,7,0,35,
120228,KL,802,PHD,30,Crop Sciences,,,47,23,23,1,16,0,0,1,0,0,0,30,0,0,0,0,0,1,11,36,
120228,KL,875,BS,51,Natural Resrcs & Environ Sci,,,280,126,153,1,174,28,9,39,0,0,14,15,1,14,4,2,39,53,255,25,
120228,KL,875,MS,190,Natural Res & Env Sciences,,,100,46,54,0,78,4,0,9,1,0,2,5,1,0,1,0,6,10,45,55,
120228,KL,875,NDEG,190,Natural Res & Env Sciences,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
120228,KL,875,PHD,190,Natural Res & Env Sciences,,,43,22,21,0,18,0,1,2,0,0,1,21,0,2,1,0,0,4,8,35,
120228,KL,971,MS,191,Nutritional Sciences,,,21,3,18,0,11,1,0,3,0,0,0,6,0,0,0,0,1,3,7,14,
120228,KL,971,PHD,191,Nutritional Sciences,,,37,11,26,0,11,3,2,6,0,0,0,15,0,2,1,0,3,8,5,32,
120228,KM,260,BS,75,Finance,,,747,539,208,0,372,161,29,75,1,0,20,78,11,41,3,2,179,114,597,150,
120228,KM,260,BS,6076,Finance + Data Science,,,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,
120228,KM,260,MS,5624,Finance,,,309,168,141,0,2,3,1,1,0,0,0,302,0,1,0,0,3,2,4,305,
120228,KM,260,PHD,5624,Finance,,,15,8,7,0,2,1,0,0,0,0,0,12,0,0,0,0,1,0,0,15,
120228,KM,346,BS,71,Accountancy,,,686,370,316,0,254,168,18,62,0,0,21,152,11,22,4,1,188,84,481,205,
120228,KM,346,CERT,6017,Accounting Data Analytics,,,9,3,6,0,4,0,0,1,0,0,0,0,4,0,0,0,0,1,1,8,
120228,KM,346,MAS,5666,Accountancy,,,184,102,82,0,68,17,9,21,0,0,2,66,1,11,2,0,18,31,106,78,
120228,KM,346,MS,5666,Accountancy,,,628,299,325,4,213,115,27,47,1,0,9,164,52,32,7,2,120,81,151,477,
120228,KM,346,NDEG,5666,Accountancy,,,28,16,11,1,13,5,2,1,0,0,0,3,4,2,0,0,5,3,7,21,
120228,KM,346,PHD,5666,Accountancy,,,16,8,8,0,6,2,2,0,0,0,0,6,0,2,0,0,2,2,1,15,
120228,KM,902,BS,1432,Marketing,,,315,111,203,1,146,75,19,47,0,0,10,16,2,24,4,2,85,68,267,48,
120228,KM,902,BS,5071,Supply Chain Management,,,86,38,48,0,49,21,3,7,0,0,1,5,0,3,1,0,22,10,78,8,
120228,KM,902,BS,5073,Management,,,81,42,39,0,32,13,6,18,0,0,3,8,1,8,1,0,17,24,67,14,
120228,KM,902,BS,5597,Information Systems,,,128,72,56,0,36,57,3,14,0,0,4,13,1,6,1,0,62,19,96,32,
120228,KM,902,BS,5600,Operations Management,,,35,19,16,0,15,9,1,4,0,0,2,2,2,1,1,1,11,6,30,5,
120228,KM,902,BS,5741,STR BUS DEV & Entrepreneurship,,,38,23,15,0,12,7,4,9,0,0,1,5,0,5,0,0,8,13,30,8,
120228,KM,902,CERT,6011,Strategic Leadership & Mgmt,,,28,17,11,0,13,3,3,1,1,0,0,2,5,3,1,0,3,5,8,20,
120228,KM,902,MS,5148,Technology Management,,,79,47,32,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,79,
120228,KM,902,MS,5590,Management,,,687,380,303,4,204,86,53,52,1,1,13,91,186,65,4,6,96,118,154,533,
120228,KM,902,MS,5964,Business Analytics,,,99,52,47,0,4,5,1,0,0,0,0,88,1,1,0,0,5,1,7,92,
120228,KM,902,NDEG,5590,Management,,,64,32,31,1,12,13,5,7,0,0,0,6,21,5,0,0,13,12,14,50,
120228,KM,902,PHD,79,Business Administration,,,33,15,18,0,2,0,0,0,0,0,0,31,0,0,0,0,0,0,1,32,
120228,KM,952,MBA,9875,Business Administration (MBA),,,3961,2610,1335,16,1757,782,184,287,3,7,58,361,522,215,30,12,827,508,1167,2794,
120228,KM,952,NDEG,9875,Business Administration (MBA),,,181,122,56,3,73,30,3,14,0,1,4,10,46,5,1,1,34,19,45,136,
120228,KM,952,NONE,70,Business Undeclared,,,922,507,414,1,378,217,43,117,0,0,39,118,10,60,14,3,247,174,713,209,
120228,KN,335,BS,5391,Learning and Education Studies,,,36,6,30,0,10,8,4,5,0,0,0,9,0,5,1,0,8,9,25,11,
120228,KN,570,BS,93,Special Education,,,102,16,86,0,78,3,0,18,0,0,3,0,0,0,1,0,6,18,99,3,
120228,KN,570,EDM,93,Special Education,,,32,8,24,0,20,2,1,5,0,0,2,1,1,3,1,0,2,8,29,3,
120228,KN,570,PHD,93,Special Education,,,26,4,22,0,13,2,3,2,0,0,1,5,0,4,2,0,2,6,14,12,
120228,KN,613,BS,94,Early Childhood Education,,,100,4,96,0,46,7,11,28,0,0,2,5,1,11,1,0,10,39,95,5,
120228,KN,613,BS,95,Elementary Education,,,331,15,316,0,209,36,10,57,0,0,15,3,1,17,4,3,47,76,324,7,
120228,KN,613,BS,5422,Middle Grades Education,,,119,26,93,0,60,15,14,25,0,0,4,1,0,14,3,0,20,40,117,2,
120228,KN,613,EDD,1144,Curriculum and Instruction,,,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,
120228,KN,613,EDM,95,Elementary Education,,,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,
120228,KN,613,EDM,1144,Curriculum and Instruction,,,87,16,71,0,59,7,5,6,0,0,2,4,4,5,1,0,9,12,64,23,
120228,KN,613,EDM,5082,Early Childhood Education,,,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,
120228,KN,613,EDM,8527,Secondary Education,,,20,8,12,0,15,1,1,2,0,0,1,0,0,1,0,0,2,3,18,2,
120228,KN,613,MA,1144,Curriculum and Instruction,,,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,
120228,KN,613,MS,1144,Curriculum and Instruction,,,8,3,5,0,3,1,0,1,0,0,0,3,0,0,0,0,1,1,3,5,
120228,KN,613,NDEG,1144,Curriculum and Instruction,,,53,20,33,0,31,2,8,6,0,0,0,0,6,8,0,0,3,14,0,53,
120228,KN,613,PHD,1144,Curriculum and Instruction,,,51,14,36,1,14,1,7,2,0,0,0,27,0,7,1,0,1,9,18,33,
120228,KN,616,MS,5865,Educational Psychology,,,4,2,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,
120228,KN,616,MS,5998,Mental Health Counseling,,,7,0,7,0,2,1,1,0,0,0,1,2,0,1,0,0,2,1,5,2,
120228,KN,616,PHD,5865,Educational Psychology,,,52,13,39,0,13,5,10,4,0,0,2,17,1,12,3,0,6,15,14,38,
120228,KN,760,CAS,5399,"Educ Policy, Orgzn & Leadrshp",,,4,1,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,
120228,KN,760,CERT,6098,International Ed Leadership,,,5,1,4,0,3,0,1,1,0,0,0,0,0,2,0,0,0,2,0,5,
120228,KN,760,CERT,6099,Learning & Design Leadership,,,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,
120228,KN,760,CERT,6117,Instruct Sys Design Mgmt Lead,,,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
120228,KN,760,EDD,5399,"Educ Policy, Orgzn & Leadrshp",,,440,141,295,4,222,30,82,60,0,2,8,5,31,97,9,4,36,149,192,248,
120228,KN,760,EDM,5399,"Educ Policy, Orgzn & Leadrshp",,,262,77,185,0,166,12,28,23,0,1,9,9,14,33,5,1,16,57,147,115,
120228,KN,760,MA,5399,"Educ Policy, Orgzn & Leadrshp",,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,
120228,KN,760,NDEG,5399,"Educ Policy, Orgzn & Leadrshp",,,79,22,57,0,41,3,7,6,0,0,1,2,19,7,1,0,4,13,0,79,
120228,KN,760,PHD,209,Ed Organization and Leadership,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
120228,KN,760,PHD,220,Educational Policy Studies,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
120228,KN,760,PHD,5399,"Educ Policy, Orgzn & Leadrshp",,,125,40,85,0,35,12,26,14,0,0,3,34,1,32,1,0,13,42,55,70,
120228,KP,227,BS,5163,Agricultural & Biological Engr,,,40,24,16,0,22,5,0,8,0,0,1,4,0,2,1,0,7,8,34,6,
120228,KP,973,MENGR,1211,Engineering,,,75,64,11,0,29,12,1,6,0,0,1,24,2,2,1,0,13,7,21,54,
120228,KP,227,MS,5163,Agricultural & Biological Engr,,,21,11,10,0,3,0,0,1,0,0,0,17,0,0,0,0,0,1,4,17,
120228,KP,227,NDEG,1211,Engineering,,,22,17,5,0,9,4,0,1,0,0,1,4,3,0,0,0,5,1,0,22,
120228,KP,227,PHD,5163,Agricultural & Biological Engr,,,48,32,15,1,9,2,0,1,0,0,1,35,0,0,1,0,3,1,2,46,
120228,KP,244,BS,121,Engineering Physics,,,245,205,40,0,95,61,1,17,0,0,8,62,1,3,1,0,68,19,129,116,
120228,KV,580,BS,240,Physics,,,254,209,45,0,85,51,3,14,0,0,8,90,3,6,0,0,59,18,120,134,
120228,KP,244,MS,240,Physics,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
120228,KP,244,PHD,240,Physics,,,307,220,87,0,103,27,1,20,0,0,15,140,1,7,3,2,41,24,20,287,
120228,KP,251,BS,106,Civil Engineering,,,689,453,236,0,336,125,15,94,0,1,30,80,8,25,2,3,151,120,505,184,
120228,KP,251,MS,106,Civil Engineering,,,257,186,68,3,77,16,2,8,1,0,6,145,2,3,3,0,20,13,61,196,
120228,KP,251,MS,231,Environ Engr in Civil Engr,,,53,30,23,0,20,2,0,2,0,0,2,27,0,0,0,0,4,2,14,39,
